,p1,p2,seed,our_ilp_max_2_alt_alteration_recall,our_ilp_max_2_alt_alteration_precision,our_ilp_max_2_alt_pathway_accuracy,our_ilp_max_2_alt_dependency_accuracy,our_ilp_no_max_alt_alteration_recall,our_ilp_no_max_alt_alteration_precision,our_ilp_no_max_alt_pathway_accuracy,our_ilp_no_max_alt_dependency_accuracy,MASTRO_trajectory_accuracy
0,0.5,0.5,1,1.0,0.8333333333333334,0.6666666666666666,0.0,0.8,0.2105263157894736,0.0,0.0,<NOT_DONE>
1,0.5,0.5,2,1.0,1.0,1.0,1.0,0.6,0.1428571428571428,0.0,0.0,<NOT_DONE>
2,0.5,0.5,3,0.8,0.6666666666666666,0.3333333333333333,0.0,1.0,0.2777777777777778,0.0,0.0,<NOT_DONE>
3,0.5,0.5,4,1.0,1.0,1.0,1.0,1.0,0.238095238095238,0.0,0.0,<NOT_DONE>
4,0.5,0.5,5,0.8,0.6666666666666666,0.3333333333333333,0.0,1.0,0.217391304347826,0.0,0.0,<NOT_DONE>
5,0.5,0.5,6,1.0,0.8333333333333334,0.6666666666666666,0.0,0.8,0.1818181818181818,0.0,0.0,
6,0.5,0.5,7,1.0,1.0,1.0,1.0,1.0,0.2941176470588235,0.0,0.0,
7,0.5,0.5,8,1.0,1.0,1.0,1.0,0.8,0.1904761904761904,0.0,0.0,
8,0.5,0.5,9,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
9,0.5,0.5,10,0.8,0.8,0.6666666666666666,0.5,0.6,0.1428571428571428,0.0,0.0,
10,0.5,0.5,11,1.0,1.0,1.0,1.0,0.8,0.2,0.0,0.0,
11,0.5,0.5,12,0.8,0.8,0.6666666666666666,0.5,1.0,0.238095238095238,0.0,0.0,
12,0.5,0.5,13,1.0,1.0,1.0,1.0,0.8,0.2666666666666666,0.0,0.0,
13,0.5,0.5,14,1.0,1.0,1.0,1.0,0.6,0.1578947368421052,0.0,0.0,
14,0.5,0.5,15,1.0,0.8333333333333334,0.6666666666666666,0.0,0.8,0.2222222222222222,0.0,0.0,
15,0.5,0.5,16,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.2631578947368421,0.0,0.0,
16,0.5,0.5,17,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,
17,0.5,0.5,18,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,0.0,0.0,
18,0.5,0.5,19,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,
19,0.5,0.5,20,1.0,1.0,1.0,1.0,0.8,0.2222222222222222,0.0,0.0,
20,0.5,0.8,1,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,<NOT_DONE>
21,0.5,0.8,2,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.2941176470588235,0.0,0.0,<NOT_DONE>
22,0.5,0.8,3,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.3571428571428571,0.0,0.0,<NOT_DONE>
23,0.5,0.8,4,1.0,1.0,1.0,1.0,1.0,0.2941176470588235,0.0,0.0,<NOT_DONE>
24,0.5,0.8,5,1.0,1.0,1.0,1.0,1.0,0.2631578947368421,0.0,0.0,<NOT_DONE>
25,0.5,0.8,6,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,
26,0.5,0.8,7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,
27,0.5,0.8,8,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.5555555555555556,0.0,0.0,
28,0.5,0.8,9,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
29,0.5,0.8,10,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,
30,0.5,0.8,11,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,
31,0.5,0.8,12,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,
32,0.5,0.8,13,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,
33,0.5,0.8,14,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.4545454545454545,0.0,0.0,
34,0.5,0.8,15,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
35,0.5,0.8,16,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.3571428571428571,0.0,0.0,
36,0.5,0.8,17,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,
37,0.5,0.8,18,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,
38,0.5,0.8,19,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,
39,0.5,0.8,20,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,
40,0.5,1.0,1,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,<NOT_DONE>
41,0.5,1.0,2,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.5,0.3333333333333333,0.0,<NOT_DONE>
42,0.5,1.0,3,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.5,0.3333333333333333,0.0,<NOT_DONE>
43,0.5,1.0,4,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,<NOT_DONE>
44,0.5,1.0,5,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.3333333333333333,0.0,<NOT_DONE>
45,0.5,1.0,6,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,
46,0.5,1.0,7,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,
47,0.5,1.0,8,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,
48,0.5,1.0,9,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,
49,0.5,1.0,10,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.4545454545454545,0.0,0.0,
50,0.5,1.0,11,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,
51,0.5,1.0,12,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,
52,0.5,1.0,13,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.3333333333333333,0.0,
53,0.5,1.0,14,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,
54,0.5,1.0,15,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,
55,0.5,1.0,16,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.625,0.3333333333333333,0.0,
56,0.5,1.0,17,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
57,0.5,1.0,18,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,
58,0.5,1.0,19,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,
59,0.5,1.0,20,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,
60,0.8,0.2,1,0.8,0.6666666666666666,0.3333333333333333,0.0,0.6,0.15,0.0,0.0,<NOT_DONE>
61,0.8,0.2,2,0.8,0.6666666666666666,0.3333333333333333,0.0,1.0,0.238095238095238,0.0,0.0,<NOT_DONE>
62,0.8,0.2,3,0.4,0.3333333333333333,0.0,0.0,0.6,0.1304347826086956,0.0,0.0,<NOT_DONE>
63,0.8,0.2,4,0.6,0.5,0.3333333333333333,0.0,0.8,0.2222222222222222,0.0,0.0,<NOT_DONE>
64,0.8,0.2,5,0.8,0.6666666666666666,0.3333333333333333,0.0,0.6,0.1304347826086956,0.0,0.0,<NOT_DONE>
65,0.8,0.5,1,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,<NOT_DONE>
66,0.8,0.5,2,1.0,0.8333333333333334,0.6666666666666666,0.0,0.8,0.1904761904761904,0.0,0.0,<NOT_DONE>
67,0.8,0.5,3,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,<NOT_DONE>
68,0.8,0.5,4,1.0,1.0,1.0,1.0,1.0,0.2631578947368421,0.0,0.0,<NOT_DONE>
69,0.8,0.5,5,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,<NOT_DONE>
70,0.8,0.5,6,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
71,0.8,0.5,7,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.2631578947368421,0.0,0.0,
72,0.8,0.5,8,1.0,1.0,1.0,1.0,0.6,0.1428571428571428,0.0,0.0,
73,0.8,0.5,9,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
74,0.8,0.5,10,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,
75,0.8,0.5,11,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.3333333333333333,0.0,
76,0.8,0.5,12,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,
77,0.8,0.5,13,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,
78,0.8,0.5,14,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,
79,0.8,0.5,15,1.0,1.0,1.0,1.0,0.6,0.1428571428571428,0.0,0.0,
80,0.8,0.5,16,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
81,0.8,0.5,17,1.0,1.0,1.0,1.0,0.8,0.2222222222222222,0.0,0.0,
82,0.8,0.5,18,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,
83,0.8,0.5,19,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.0,0.0,
84,0.8,0.5,20,1.0,1.0,1.0,1.0,0.8,0.25,0.0,0.0,
85,0.8,0.8,1,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,<NOT_DONE>
86,0.8,0.8,2,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,<NOT_DONE>
87,0.8,0.8,3,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,<NOT_DONE>
88,0.8,0.8,4,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.0,<NOT_DONE>
89,0.8,0.8,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>
90,0.8,0.8,6,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,
91,0.8,0.8,7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,
92,0.8,0.8,8,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,
93,0.8,0.8,9,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,
94,0.8,0.8,10,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
95,0.8,0.8,11,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,
96,0.8,0.8,12,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,
97,0.8,0.8,13,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,
98,0.8,0.8,14,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
99,0.8,0.8,15,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,
100,0.8,0.8,16,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
101,0.8,0.8,17,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.0,
102,0.8,0.8,18,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,
103,0.8,0.8,19,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
104,0.8,0.8,20,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,
105,0.8,1.0,1,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,<NOT_DONE>
106,0.8,1.0,2,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,<NOT_DONE>
107,0.8,1.0,3,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,<NOT_DONE>
108,0.8,1.0,4,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,<NOT_DONE>
109,0.8,1.0,5,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,<NOT_DONE>
110,0.8,1.0,6,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,
111,0.8,1.0,7,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
112,0.8,1.0,8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
113,0.8,1.0,9,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
114,0.8,1.0,10,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
115,0.8,1.0,11,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,
116,0.8,1.0,12,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,
117,0.8,1.0,13,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,
118,0.8,1.0,14,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
119,0.8,1.0,15,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,
120,0.8,1.0,16,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
121,0.8,1.0,17,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,
122,0.8,1.0,18,1.0,1.0,1.0,1.0,1.0,0.625,0.6666666666666666,0.5,
123,0.8,1.0,19,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,
124,0.8,1.0,20,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,
125,1.0,0.2,1,0.6,0.5,0.3333333333333333,0.0,0.6,0.1428571428571428,0.0,0.0,<NOT_DONE>
126,1.0,0.2,2,0.4,0.3333333333333333,0.0,0.0,0.8,0.1904761904761904,0.0,0.0,<NOT_DONE>
127,1.0,0.2,3,0.6,0.5,0.0,0.0,0.8,0.1739130434782608,0.0,0.0,<NOT_DONE>
128,1.0,0.2,4,0.8,0.6666666666666666,0.3333333333333333,0.0,0.8,0.1739130434782608,0.0,0.0,<NOT_DONE>
129,1.0,0.2,5,0.4,0.3333333333333333,0.0,0.0,0.6,0.1428571428571428,0.0,0.0,<NOT_DONE>
130,1.0,0.5,1,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.5,<NOT_DONE>
131,1.0,0.5,2,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,<NOT_DONE>
132,1.0,0.5,3,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,<NOT_DONE>
133,1.0,0.5,4,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,<NOT_DONE>
134,1.0,0.5,5,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.3333333333333333,0.0,<NOT_DONE>
135,1.0,0.5,6,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,
136,1.0,0.5,7,1.0,1.0,1.0,1.0,0.8,0.2857142857142857,0.3333333333333333,0.0,
137,1.0,0.5,8,1.0,1.0,1.0,1.0,1.0,0.2941176470588235,0.0,0.0,
138,1.0,0.5,9,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.3333333333333333,0.0,
139,1.0,0.5,10,1.0,1.0,1.0,1.0,1.0,0.2631578947368421,0.3333333333333333,0.0,
140,1.0,0.5,11,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.3333333333333333,0.0,
141,1.0,0.5,12,1.0,1.0,1.0,1.0,0.8,0.25,0.0,0.0,
142,1.0,0.5,13,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,
143,1.0,0.5,14,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,
144,1.0,0.5,15,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,
145,1.0,0.5,16,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.3333333333333333,0.0,
146,1.0,0.5,17,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,
147,1.0,0.5,18,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,
148,1.0,0.5,19,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.3333333333333333,0.0,
149,1.0,0.5,20,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.3333333333333333,0.0,
150,1.0,0.8,1,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,<NOT_DONE>
151,1.0,0.8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>
152,1.0,0.8,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>
153,1.0,0.8,4,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,<NOT_DONE>
154,1.0,0.8,5,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,<NOT_DONE>
155,1.0,0.8,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
156,1.0,0.8,7,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,
157,1.0,0.8,8,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,
158,1.0,0.8,9,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
159,1.0,0.8,10,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.4545454545454545,0.3333333333333333,0.0,
160,1.0,0.8,11,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
161,1.0,0.8,12,1.0,1.0,1.0,1.0,1.0,0.625,0.6666666666666666,0.5,
162,1.0,0.8,13,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
163,1.0,0.8,14,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
164,1.0,0.8,15,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
165,1.0,0.8,16,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
166,1.0,0.8,17,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,
167,1.0,0.8,18,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.0,
168,1.0,0.8,19,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,
169,1.0,0.8,20,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,
170,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>
171,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>
172,1.0,1.0,3,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.6666666666666666,0.0,<NOT_DONE>
173,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>
174,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.0,<NOT_DONE>
175,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0.625,0.6666666666666666,0.0,
176,1.0,1.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
177,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.0,
178,1.0,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
179,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
180,1.0,1.0,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
181,1.0,1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
182,1.0,1.0,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
183,1.0,1.0,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
184,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
185,1.0,1.0,16,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,
186,1.0,1.0,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
187,1.0,1.0,18,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.8333333333333334,0.6666666666666666,0.0,
188,1.0,1.0,19,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,
189,1.0,1.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
