,p1,p2,seed,our_ilp_max_2_alt_alteration_recall,our_ilp_max_2_alt_alteration_precision,our_ilp_max_2_alt_pathway_accuracy,our_ilp_max_2_alt_dependency_accuracy,our_ilp_no_max_alt_alteration_recall,our_ilp_no_max_alt_alteration_precision,our_ilp_no_max_alt_pathway_accuracy,our_ilp_no_max_alt_dependency_accuracy,MASTRO_trajectory_accuracy,MASTRO_alteration_precision,MASTRO_alteration_recall,MASTRO_expanded_dependency_precision,MASTRO_expanded_dependency_recall,MASTRO_expanded_dependency_accuracy,PhyloPath_expanded_dependency_precision,PhyloPath_expanded_dependency_recall,PhyloPath_expanded_dependency_accuracy,our_ilp_max_2_alt_alteration_f1,our_ilp_no_max_alt_alteration_f1,MASTRO_alteration_f1,MASTRO_expanded_dependency_f1,PhyloPath_expanded_dependency_f1
93,0.8,0.8,9,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,,0.625,1.0,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,0.4210526315789474,1.0
94,0.8,0.8,10,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.5555555555555556,1.0,0.2222222222222222,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.8333333333333333,0.7142857142857143,0.3636363636363636,0.7499999999999999
95,0.8,0.8,11,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,,0.625,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.7692307692307693,0.3636363636363636,1.0
96,0.8,0.8,12,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,,0.5555555555555556,1.0,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.4210526315789474,1.0
97,0.8,0.8,13,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,,0.45454545454545453,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.625,0.4,1.0
98,0.8,0.8,14,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.8333333333333333,0.6666666666666666,0.33333333333333337,0.7499999999999999
99,0.8,0.8,15,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.5555555555555556,1.0,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,0.38095238095238093,1.0
100,0.8,0.8,16,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.5555555555555556,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.7142857142857143,0.33333333333333337,1.0
101,0.8,0.8,17,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.0,,0.7142857142857143,1.0,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.8333333333333333,0.4210526315789474,1.0
102,0.8,0.8,18,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,,0.625,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.7692307692307693,0.33333333333333337,1.0
103,0.8,0.8,19,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.35714285714285715,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5263157894736842,0.2666666666666667,1.0
104,0.8,0.8,20,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,,0.5555555555555556,1.0,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7142857142857143,0.4210526315789474,1.0
105,0.8,1.0,1,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,<NOT_DONE>,0.4166666666666667,1.0,0.17391304347826086,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.8333333333333333,0.5882352941176471,0.29629629629629634,0.7499999999999999
106,0.8,1.0,2,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,<NOT_DONE>,0.3125,1.0,0.11428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.47619047619047616,0.20512820512820512,1.0
107,0.8,1.0,3,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,<NOT_DONE>,0.5555555555555556,1.0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.7142857142857143,0.34782608695652173,1.0
108,0.8,1.0,4,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,<NOT_DONE>,0.38461538461538464,1.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5555555555555556,0.2758620689655173,1.0
109,0.8,1.0,5,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,<NOT_DONE>,0.5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.6666666666666666,0.33333333333333337,1.0
110,0.8,1.0,6,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,,0.4166666666666667,1.0,0.13793103448275862,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5882352941176471,0.2424242424242424,1.0
111,0.8,1.0,7,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.38461538461538464,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5555555555555556,0.25,1.0
112,0.8,1.0,8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.45454545454545453,1.0,0.19047619047619047,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.625,0.32,1.0
113,0.8,1.0,9,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.5,1.0,0.16666666666666666,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.8333333333333333,0.6666666666666666,0.2857142857142857,0.7499999999999999
114,0.8,1.0,10,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.4166666666666667,1.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5882352941176471,0.2758620689655173,1.0
115,0.8,1.0,11,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,,0.38461538461538464,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.5555555555555556,0.2666666666666667,1.0
116,0.8,1.0,12,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,,0.5555555555555556,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.7142857142857143,0.4,1.0
117,0.8,1.0,13,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,,0.4166666666666667,1.0,0.13333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.5882352941176471,0.23529411764705882,1.0
118,0.8,1.0,14,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.4166666666666667,1.0,0.19047619047619047,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.8333333333333333,0.5882352941176471,0.32,0.7499999999999999
119,0.8,1.0,15,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,,0.45454545454545453,1.0,0.17391304347826086,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.625,0.29629629629629634,1.0
120,0.8,1.0,16,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.5555555555555556,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.7142857142857143,0.2666666666666667,1.0
121,0.8,1.0,17,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.4166666666666667,1.0,0.19047619047619047,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5882352941176471,0.32,1.0
122,0.8,1.0,18,1.0,1.0,1.0,1.0,1.0,0.625,0.6666666666666666,0.5,,0.3333333333333333,1.0,0.11764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.5,0.21052631578947367,1.0
123,0.8,1.0,19,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,,0.35714285714285715,1.0,0.12903225806451613,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5263157894736842,0.2285714285714286,1.0
124,0.8,1.0,20,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.0,,0.4166666666666667,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.5882352941176471,0.2666666666666667,1.0
125,1.0,0.2,1,0.6,0.5,0.3333333333333333,0.0,0.6,0.1428571428571428,0.0,0.0,<NOT_DONE>,1.0,0.4,0.0,0.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.2307692307692307,0.5714285714285715,,0.25
126,1.0,0.2,2,0.4,0.3333333333333333,0.0,0.0,0.8,0.1904761904761904,0.0,0.0,<NOT_DONE>,1.0,0.4,0.0,0.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.3636363636363636,0.3076923076923076,0.5714285714285715,,0.25
127,1.0,0.2,3,0.6,0.5,0.0,0.0,0.8,0.1739130434782608,0.0,0.0,<NOT_DONE>,1.0,0.8,0.25,0.25,0.25,0.3,0.5,0.5,0.5454545454545454,0.28571428571428564,0.888888888888889,0.25,0.37499999999999994
128,1.0,0.2,4,0.8,0.6666666666666666,0.3333333333333333,0.0,0.8,0.1739130434782608,0.0,0.0,<NOT_DONE>,0.5,0.6,0.0,0.0,0.0,0.5,0.8333333333333334,0.8333333333333334,0.7272727272727272,0.28571428571428564,0.5454545454545454,,0.625
129,1.0,0.2,5,0.4,0.3333333333333333,0.0,0.0,0.6,0.1428571428571428,0.0,0.0,<NOT_DONE>,1.0,0.4,0.0,0.0,0.0,0.1,0.16666666666666666,0.16666666666666666,0.3636363636363636,0.2307692307692307,0.5714285714285715,,0.125
130,1.0,0.5,1,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.5,<NOT_DONE>,0.7142857142857143,1.0,0.3076923076923077,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8333333333333333,0.47058823529411764,1.0
131,1.0,0.5,2,1.0,1.0,1.0,1.0,1.0,0.625,0.3333333333333333,0.0,<NOT_DONE>,0.5555555555555556,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.7142857142857143,0.4444444444444445,1.0
132,1.0,0.5,3,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,<NOT_DONE>,0.7142857142857143,1.0,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.8333333333333333,0.5333333333333333,1.0
133,1.0,0.5,4,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,<NOT_DONE>,0.5555555555555556,1.0,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.5263157894736841,0.7142857142857143,0.375,1.0
134,1.0,0.5,5,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.3333333333333333,0.0,<NOT_DONE>,0.5555555555555556,1.0,0.3076923076923077,1.0,1.0,1.0,1.0,1.0,1.0,0.6249999999999999,0.7142857142857143,0.47058823529411764,1.0
135,1.0,0.5,6,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,,0.8333333333333334,1.0,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,1.0,0.5263157894736841,0.9090909090909091,0.5333333333333333,1.0
136,1.0,0.5,7,1.0,1.0,1.0,1.0,0.8,0.2857142857142857,0.3333333333333333,0.0,,0.5,1.0,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,0.4210526315789473,0.6666666666666666,0.38095238095238093,1.0
137,1.0,0.5,8,1.0,1.0,1.0,1.0,1.0,0.2941176470588235,0.0,0.0,,0.5,1.0,0.3076923076923077,1.0,1.0,1.0,1.0,1.0,1.0,0.45454545454545453,0.6666666666666666,0.47058823529411764,1.0
138,1.0,0.5,9,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.3333333333333333,0.0,,0.5555555555555556,1.0,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555555,0.7142857142857143,0.38095238095238093,1.0
139,1.0,0.5,10,1.0,1.0,1.0,1.0,1.0,0.2631578947368421,0.3333333333333333,0.0,,0.5555555555555556,1.0,0.15789473684210525,0.75,0.75,1.0,1.0,1.0,1.0,0.4166666666666667,0.7142857142857143,0.2608695652173913,1.0
140,1.0,0.5,11,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.3333333333333333,0.0,,0.625,1.0,0.2727272727272727,0.75,0.75,1.0,1.0,1.0,1.0,0.5555555555555555,0.7692307692307693,0.39999999999999997,1.0
141,1.0,0.5,12,1.0,1.0,1.0,1.0,0.8,0.25,0.0,0.0,,0.5,1.0,0.2,0.75,0.75,1.0,1.0,1.0,1.0,0.38095238095238093,0.6666666666666666,0.31578947368421056,1.0
142,1.0,0.5,13,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,,0.5555555555555556,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.4444444444444445,1.0
143,1.0,0.5,14,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.0,0.0,,0.625,1.0,0.3076923076923077,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555555,0.7692307692307693,0.47058823529411764,1.0
144,1.0,0.5,15,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,,0.38461538461538464,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.5555555555555556,0.4,1.0
145,1.0,0.5,16,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.3333333333333333,0.0,,0.45454545454545453,1.0,0.17647058823529413,0.75,0.75,1.0,1.0,1.0,1.0,0.5882352941176471,0.625,0.2857142857142857,1.0
146,1.0,0.5,17,1.0,1.0,1.0,1.0,1.0,0.3125,0.0,0.0,,0.5555555555555556,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.47619047619047616,0.7142857142857143,0.4444444444444445,1.0
147,1.0,0.5,18,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.0,0.0,,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5263157894736841,0.6666666666666666,0.4,1.0
148,1.0,0.5,19,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.3333333333333333,0.0,,0.5,1.0,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.6249999999999999,0.6666666666666666,0.375,1.0
149,1.0,0.5,20,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.3333333333333333,0.0,,0.5,1.0,0.1875,0.75,0.75,1.0,1.0,1.0,1.0,0.5555555555555555,0.6666666666666666,0.3,1.0
150,1.0,0.8,1,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,<NOT_DONE>,0.38461538461538464,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5555555555555556,0.2857142857142857,1.0
151,1.0,0.8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>,0.5555555555555556,1.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3076923076923077,1.0
152,1.0,0.8,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>,0.38461538461538464,1.0,0.17391304347826086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.29629629629629634,1.0
153,1.0,0.8,4,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,<NOT_DONE>,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5,0.2857142857142857,1.0
154,1.0,0.8,5,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,<NOT_DONE>,0.2777777777777778,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.4347826086956522,0.2666666666666667,1.0
155,1.0,0.8,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.4166666666666667,1.0,0.17391304347826086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.29629629629629634,1.0
156,1.0,0.8,7,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.3333333333333333,0.0,,0.38461538461538464,1.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.5555555555555556,0.2758620689655173,1.0
157,1.0,0.8,8,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,,0.4166666666666667,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5882352941176471,0.2857142857142857,1.0
158,1.0,0.8,9,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.5,1.0,0.19047619047619047,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.6666666666666666,0.32,1.0
159,1.0,0.8,10,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.4545454545454545,0.3333333333333333,0.0,,0.4166666666666667,1.0,0.15384615384615385,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.6249999999999999,0.5882352941176471,0.2666666666666667,0.7499999999999999
160,1.0,0.8,11,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.3333333333333333,1.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5,0.2758620689655173,1.0
161,1.0,0.8,12,1.0,1.0,1.0,1.0,1.0,0.625,0.6666666666666666,0.5,,0.4166666666666667,1.0,0.17391304347826086,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.5882352941176471,0.29629629629629634,1.0
162,1.0,0.8,13,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.3333333333333333,1.0,0.14814814814814814,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5,0.25806451612903225,1.0
163,1.0,0.8,14,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.35714285714285715,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5263157894736842,0.2857142857142857,1.0
164,1.0,0.8,15,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.5555555555555556,1.0,0.19047619047619047,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.7142857142857143,0.32,1.0
165,1.0,0.8,16,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.45454545454545453,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.625,0.2857142857142857,1.0
166,1.0,0.8,17,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5,,0.4166666666666667,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5882352941176471,0.2857142857142857,1.0
167,1.0,0.8,18,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.0,,0.4166666666666667,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5882352941176471,0.2857142857142857,1.0
168,1.0,0.8,19,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,,0.45454545454545453,1.0,0.19047619047619047,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.625,0.32,1.0
169,1.0,0.8,20,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.0,,0.4166666666666667,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5882352941176471,0.2857142857142857,1.0
170,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>,0.35714285714285715,1.0,0.12903225806451613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5263157894736842,0.2285714285714286,1.0
171,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>,0.45454545454545453,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.2857142857142857,1.0
172,1.0,1.0,3,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.7142857142857143,0.6666666666666666,0.0,<NOT_DONE>,0.3125,1.0,0.09090909090909091,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.8333333333333333,0.47619047619047616,0.16666666666666669,0.7499999999999999
173,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,<NOT_DONE>,0.38461538461538464,1.0,0.11764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.21052631578947367,1.0
174,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.0,<NOT_DONE>,0.38461538461538464,1.0,0.10810810810810811,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5555555555555556,0.1951219512195122,1.0
175,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0.625,0.6666666666666666,0.0,,0.3125,1.0,0.13333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.47619047619047616,0.23529411764705882,1.0
176,1.0,1.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3125,1.0,0.08888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47619047619047616,0.163265306122449,1.0
177,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.0,,0.2777777777777778,1.0,0.11764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.4347826086956522,0.21052631578947367,1.0
178,1.0,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.2631578947368421,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.18181818181818182,1.0
179,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2222222222222222,1.0
180,1.0,1.0,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3125,1.0,0.11428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47619047619047616,0.20512820512820512,1.0
181,1.0,1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3125,1.0,0.12121212121212122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47619047619047616,0.21621621621621626,1.0
182,1.0,1.0,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2222222222222222,1.0
183,1.0,1.0,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0
184,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.4166666666666667,1.0,0.14814814814814814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.25806451612903225,1.0
185,1.0,1.0,16,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,,0.38461538461538464,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5555555555555556,0.19999999999999998,1.0
186,1.0,1.0,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.25,1.0,0.10256410256410256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.18604651162790695,1.0
187,1.0,1.0,18,1.0,0.8333333333333334,0.6666666666666666,0.0,1.0,0.8333333333333334,0.6666666666666666,0.0,,0.29411764705882354,1.0,0.10256410256410256,1.0,1.0,0.6,1.0,1.0,0.9090909090909091,0.9090909090909091,0.45454545454545453,0.18604651162790695,0.7499999999999999
188,1.0,1.0,19,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0,,0.3333333333333333,1.0,0.11428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.5,0.20512820512820512,1.0
189,1.0,1.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1904761904761905,1.0
